gia ton kivo 
	akmi		emvadon		xwritikotita		xwritikotita/kostos 
3.692924		81.826126		50.362946		81826.125000		0.000615 
3.693924		81.870445		50.403866		81870.445312		0.000616 
3.694924		81.914772		50.444809		81914.773438		0.000616 
3.695924		81.959114		50.485775		81959.117188		0.000616 
3.696924		82.003471		50.526764		82003.468750		0.000616 
3.697924		82.047836		50.567772		82047.835938		0.000616 
3.698924		82.092216		50.608803		82092.218750		0.000616 
3.699924		82.136604		50.649860		82136.601562		0.000617 
3.700923		82.181007		50.690937		82181.007812		0.000617 
3.701923		82.225418		50.732033		82225.421875		0.000617 
3.702923		82.269844		50.773155		82269.843750		0.000617 
3.703923		82.314285		50.814297		82314.289062		0.000617 
3.704923		82.358734		50.855465		82358.734375		0.000617 
3.705923		82.403198		50.896652		82403.195312		0.000618 
3.706923		82.447670		50.937859		82447.671875		0.000618 
3.707923		82.492157		50.979092		82492.156250		0.000618 
3.708923		82.536652		51.020348		82536.648438		0.000618 
3.709923		82.581161		51.061623		82581.164062		0.000618 
3.710923		82.625687		51.102921		82625.687500		0.000618 
3.711923		82.670219		51.144241		82670.218750		0.000619 
3.712923		82.714767		51.185585		82714.765625		0.000619 
3.713923		82.759323		51.226952		82759.320312		0.000619 
3.714922		82.803894		51.268341		82803.890625		0.000619 
3.715922		82.848473		51.309750		82848.468750		0.000619 
3.716922		82.893066		51.351181		82893.062500		0.000619 
3.717922		82.937675		51.392635		82937.671875		0.000620 
3.718922		82.982292		51.434113		82982.289062		0.000620 
3.719922		83.026924		51.475613		83026.921875		0.000620 
3.720922		83.071564		51.517136		83071.562500		0.000620 
3.721922		83.116219		51.558678		83116.218750		0.000620 
3.722922		83.160881		51.600243		83160.882812		0.000620 
3.723922		83.205559		51.641834		83205.562500		0.000621 
3.724922		83.250252		51.683445		83250.250000		0.000621 
3.725922		83.294952		51.725079		83294.953125		0.000621 
3.726922		83.339668		51.766731		83339.671875		0.000621 
3.727921		83.384392		51.808411		83384.390625		0.000621 
3.728921		83.429131		51.850113		83429.132812		0.000621 
3.729921		83.473877		51.891834		83473.875000		0.000622 
3.730921		83.518639		51.933578		83518.640625		0.000622 
3.731921		83.563416		51.975346		83563.414062		0.000622 
3.732921		83.608200		52.017136		83608.203125		0.000622 
3.733921		83.653000		52.058949		83653.000000		0.000622 
3.734921		83.697807		52.100784		83697.804688		0.000622 
3.735921		83.742630		52.142639		83742.632812		0.000623 
3.736921		83.787460		52.184521		83787.460938		0.000623 
3.737921		83.832306		52.226421		83832.304688		0.000623 
3.738921		83.877167		52.268345		83877.164062		0.000623 
3.739921		83.922035		52.310291		83922.039062		0.000623 
3.740921		83.966919		52.352261		83966.921875		0.000623 
3.741920		84.011810		52.394253		84011.812500		0.000624 
3.742920		84.056717		52.436268		84056.718750		0.000624 
3.743920		84.101639		52.478306		84101.640625		0.000624 
3.744920		84.146568		52.520363		84146.570312		0.000624 
3.745920		84.191505		52.562447		84191.507812		0.000624 
3.746920		84.236465		52.604549		84236.468750		0.000624 
3.747920		84.281425		52.646675		84281.421875		0.000625 
3.748920		84.326408		52.688824		84326.406250		0.000625 
3.749920		84.371399		52.730995		84371.398438		0.000625 
3.750920		84.416397		52.773190		84416.398438		0.000625 
3.751920		84.461411		52.815407		84461.414062		0.000625 
3.752920		84.506439		52.857643		84506.437500		0.000625 
3.753920		84.551476		52.899906		84551.476562		0.000626 
3.754920		84.596527		52.942188		84596.523438		0.000626 
3.755919		84.641586		52.984497		84641.585938		0.000626 
3.756919		84.686661		53.026825		84686.664062		0.000626 
3.757919		84.731743		53.069176		84731.742188		0.000626 
3.758919		84.776840		53.111549		84776.843750		0.000626 
3.759919		84.821953		53.153946		84821.953125		0.000627 
3.760919		84.867073		53.196365		84867.070312		0.000627 
3.761919		84.912209		53.238808		84912.210938		0.000627 
3.762919		84.957352		53.281273		84957.351562		0.000627 
3.763919		85.002510		53.323761		85002.507812		0.000627 
3.764919		85.047684		53.366268		85047.687500		0.000627 
3.765919		85.092865		53.408802		85092.867188		0.000628 
3.766919		85.138054		53.451355		85138.054688		0.000628 
3.767919		85.183266		53.493935		85183.265625		0.000628 
3.768919		85.228477		53.536533		85228.476562		0.000628 
3.769918		85.273712		53.579155		85273.710938		0.000628 
3.770918		85.318954		53.621799		85318.953125		0.000628 
3.771918		85.364204		53.664467		85364.203125		0.000629 
3.772918		85.409470		53.707157		85409.468750		0.000629 
3.773918		85.454750		53.749870		85454.750000		0.000629 
3.774918		85.500038		53.792606		85500.039062		0.000629 
3.775918		85.545341		53.835365		85545.343750		0.000629 
3.776918		85.590652		53.878147		85590.656250		0.000629 
3.777918		85.635979		53.920948		85635.976562		0.000630 
3.778918		85.681320		53.963776		85681.320312		0.000630 
3.779918		85.726669		54.006626		85726.671875		0.000630 
3.780918		85.772026		54.049496		85772.023438		0.000630 
3.781918		85.817406		54.092392		85817.406250		0.000630 
3.782917		85.862785		54.135307		85862.789062		0.000630 
3.783917		85.908188		54.178246		85908.187500		0.000631 
3.784917		85.953598		54.221210		85953.601562		0.000631 
3.785917		85.999016		54.264194		85999.015625		0.000631 
3.786917		86.044449		54.307201		86044.445312		0.000631 
3.787917		86.089897		54.350231		86089.898438		0.000631 
3.788917		86.135353		54.393288		86135.351562		0.000631 
3.789917		86.180824		54.436363		86180.828125		0.000632 
3.790917		86.226303		54.479462		86226.304688		0.000632 
3.791917		86.271797		54.522583		86271.796875		0.000632 
3.792917		86.317307		54.565727		86317.304688		0.000632 
3.793917		86.362823		54.608894		86362.820312		0.000632 
3.794917		86.408356		54.652084		86408.359375		0.000632 
3.795917		86.453896		54.695293		86453.898438		0.000633 
3.796916		86.499451		54.738529		86499.453125		0.000633 
3.797916		86.545013		54.781788		86545.015625		0.000633 
3.798916		86.590591		54.825069		86590.593750		0.000633 
3.799916		86.636185		54.868374		86636.187500		0.000633 
3.800916		86.681786		54.911697		86681.789062		0.000633 
3.801916		86.727394		54.955048		86727.390625		0.000634 
3.802916		86.773026		54.998421		86773.023438		0.000634 
3.803916		86.818657		55.041817		86818.656250		0.000634 
3.804916		86.864311		55.085232		86864.312500		0.000634 
3.805916		86.909973		55.128674		86909.976562		0.000634 
3.806916		86.955643		55.172134		86955.640625		0.000634 
3.807916		87.001328		55.215622		87001.328125		0.000635 
3.808916		87.047028		55.259132		87047.031250		0.000635 
3.809916		87.092735		55.302662		87092.734375		0.000635 
3.810915		87.138458		55.346218		87138.460938		0.000635 
3.811915		87.184196		55.389793		87184.195312		0.000635 
3.812915		87.229942		55.433395		87229.945312		0.000635 
3.813915		87.275696		55.477020		87275.695312		0.000636 
3.814915		87.321465		55.520664		87321.460938		0.000636 
3.815915		87.367249		55.564335		87367.250000		0.000636 
3.816915		87.413040		55.608025		87413.039062		0.000636 
3.817915		87.458847		55.651741		87458.843750		0.000636 
3.818915		87.504669		55.695477		87504.671875		0.000636 
3.819915		87.550499		55.739239		87550.500000		0.000637 
3.820915		87.596336		55.783024		87596.335938		0.000637 
3.821915		87.642189		55.826828		87642.187500		0.000637 
3.822915		87.688057		55.870659		87688.054688		0.000637 
3.823915		87.733932		55.914513		87733.929688		0.000637 
3.824914		87.779823		55.958385		87779.820312		0.000637 
3.825914		87.825722		56.002285		87825.718750		0.000638 
3.826914		87.871635		56.046204		87871.632812		0.000638 
3.827914		87.917564		56.090149		87917.562500		0.000638 
3.828914		87.963501		56.134117		87963.500000		0.000638 
3.829914		88.009453		56.178108		88009.453125		0.000638 
3.830914		88.055412		56.222118		88055.414062		0.000638 
3.831914		88.101387		56.266155		88101.390625		0.000639 
3.832914		88.147369		56.310215		88147.367188		0.000639 
3.833914		88.193367		56.354298		88193.367188		0.000639 
3.834914		88.239380		56.398403		88239.382812		0.000639 
3.835914		88.285400		56.442528		88285.398438		0.000639 
3.836914		88.331436		56.486679		88331.437500		0.000639 
3.837914		88.377480		56.530853		88377.476562		0.000640 
3.838913		88.423538		56.575050		88423.539062		0.000640 
3.839913		88.469604		56.619270		88469.601562		0.000640 
3.840913		88.515686		56.663513		88515.687500		0.000640 
3.841913		88.561783		56.707783		88561.781250		0.000640 
3.842913		88.607887		56.752071		88607.890625		0.000640 
3.843913		88.654007		56.796383		88654.007812		0.000641 
3.844913		88.700134		56.840717		88700.132812		0.000641 
3.845913		88.746277		56.885075		88746.273438		0.000641 
3.846913		88.792435		56.929459		88792.437500		0.000641 
3.847913		88.838600		56.973862		88838.601562		0.000641 
3.848913		88.884773		57.018291		88884.773438		0.000641 
3.849913		88.930962		57.062740		88930.960938		0.000642 
3.850913		88.977165		57.107216		88977.164062		0.000642 
3.851912		89.023376		57.151711		89023.375000		0.000642 
3.852912		89.069603		57.196232		89069.601562		0.000642 
3.853912		89.115845		57.240776		89115.843750		0.000642 
3.854912		89.162094		57.285339		89162.093750		0.000642 
3.855912		89.208351		57.329929		89208.351562		0.000643 
3.856912		89.254631		57.374542		89254.632812		0.000643 
3.857912		89.300911		57.419178		89300.914062		0.000643 
3.858912		89.347214		57.463837		89347.210938		0.000643 
3.859912		89.393517		57.508518		89393.515625		0.000643 
3.860912		89.439842		57.553223		89439.843750		0.000643 
3.861912		89.486176		57.597954		89486.171875		0.000644 
3.862912		89.532524		57.642704		89532.523438		0.000644 
3.863912		89.578880		57.687477		89578.882812		0.000644 
3.864912		89.625252		57.732277		89625.250000		0.000644 
3.865911		89.671631		57.777096		89671.632812		0.000644 
3.866911		89.718025		57.821941		89718.023438		0.000644 
3.867911		89.764427		57.866810		89764.429688		0.000645 
3.868911		89.810844		57.911697		89810.843750		0.000645 
3.869911		89.857277		57.956612		89857.273438		0.000645 
3.870911		89.903717		58.001549		89903.718750		0.000645 
3.871911		89.950172		58.046509		89950.171875		0.000645 
3.872911		89.996635		58.091496		89996.632812		0.000645 
3.873911		90.043114		58.136501		90043.117188		0.000646 
3.874911		90.089607		58.181530		90089.609375		0.000646 
3.875911		90.136108		58.226582		90136.109375		0.000646 
3.876911		90.182617		58.271660		90182.617188		0.000646 
3.877911		90.229141		58.316761		90229.140625		0.000646 
3.878911		90.275681		58.361881		90275.679688		0.000646 
3.879910		90.322235		58.407028		90322.234375		0.000647 
3.880910		90.368790		58.452198		90368.789062		0.000647 
3.881910		90.415367		58.497391		90415.367188		0.000647 
3.882910		90.461952		58.542606		90461.953125		0.000647 
3.883910		90.508553		58.587845		90508.554688		0.000647 
3.884910		90.555161		58.633110		90555.164062		0.000647 
3.885910		90.601784		58.678394		90601.781250		0.000648 
3.886910		90.648415		58.723705		90648.414062		0.000648 
3.887910		90.695061		58.769035		90695.062500		0.000648 
3.888910		90.741714		58.814392		90741.710938		0.000648 
3.889910		90.788383		58.859772		90788.382812		0.000648 
3.890910		90.835068		58.905174		90835.070312		0.000648 
3.891910		90.881760		58.950600		90881.757812		0.000649 
3.892910		90.928467		58.996048		90928.468750		0.000649 
3.893909		90.975182		59.041523		90975.179688		0.000649 
3.894909		91.021912		59.087017		91021.914062		0.000649 
3.895909		91.068657		59.132538		91068.656250		0.000649 
3.896909		91.115410		59.178082		91115.406250		0.000649 
3.897909		91.162178		59.223648		91162.179688		0.000650 
3.898909		91.208954		59.269238		91208.953125		0.000650 
3.899909		91.255745		59.314850		91255.742188		0.000650 
3.900909		91.302544		59.360485		91302.546875		0.000650 
3.901909		91.349358		59.406143		91349.359375		0.000650 
3.902909		91.396179		59.451828		91396.179688		0.000650 
3.903909		91.443024		59.497536		91443.023438		0.000651 
3.904909		91.489868		59.543262		91489.867188		0.000651 
3.905909		91.536728		59.589016		91536.726562		0.000651 
3.906909		91.583603		59.634792		91583.601562		0.000651 
3.907908		91.630493		59.680595		91630.492188		0.000651 
3.908908		91.677391		59.726418		91677.390625		0.000651 
3.909908		91.724297		59.772266		91724.296875		0.000652 
3.910908		91.771217		59.818134		91771.218750		0.000652 
3.911908		91.818153		59.864029		91818.156250		0.000652 
3.912908		91.865097		59.909946		91865.093750		0.000652 
3.913908		91.912056		59.955887		91912.054688		0.000652 
3.914908		91.959023		60.001854		91959.023438		0.000652 
3.915908		92.006004		60.047840		92006.007812		0.000653 
3.916908		92.053001		60.093853		92053.000000		0.000653 
3.917908		92.100006		60.139885		92100.007812		0.000653 
3.918908		92.147026		60.185944		92147.023438		0.000653 
3.919908		92.194054		60.232029		92194.054688		0.000653 
3.920907		92.241096		60.278133		92241.093750		0.000653 
3.921907		92.288147		60.324261		92288.148438		0.000654 
3.922907		92.335213		60.370415		92335.210938		0.000654 
3.923907		92.382294		60.416592		92382.296875		0.000654 
3.924907		92.429382		60.462791		92429.382812		0.000654 
3.925907		92.476479		60.509014		92476.476562		0.000654 
3.926907		92.523598		60.555260		92523.601562		0.000654 
3.927907		92.570717		60.601528		92570.718750		0.000655 
3.928907		92.617859		60.647823		92617.859375		0.000655 
3.929907		92.665009		60.694141		92665.007812		0.000655 
3.930907		92.712166		60.740482		92712.164062		0.000655 
3.931907		92.759338		60.786846		92759.335938		0.000655 
3.932907		92.806526		60.833233		92806.523438		0.000655 
3.933907		92.853722		60.879646		92853.718750		0.000656 
3.934906		92.900932		60.926083		92900.929688		0.000656 
3.935906		92.948158		60.972542		92948.156250		0.000656 
3.936906		92.995392		61.019024		92995.390625		0.000656 
3.937906		93.042633		61.065529		93042.632812		0.000656 
3.938906		93.089890		61.112061		93089.890625		0.000656 
3.939906		93.137161		61.158611		93137.164062		0.000657 
3.940906		93.184441		61.205189		93184.437500		0.000657 
3.941906		93.231735		61.251789		93231.734375		0.000657 
3.942906		93.279045		61.298412		93279.046875		0.000657 
3.943906		93.326363		61.345062		93326.359375		0.000657 
3.944906		93.373688		61.391735		93373.687500		0.000657 
3.945906		93.421028		61.438431		93421.031250		0.000658 
3.946906		93.468384		61.485149		93468.382812		0.000658 
3.947906		93.515747		61.531891		93515.750000		0.000658 
3.948905		93.563126		61.578655		93563.125000		0.000658 
3.949905		93.610519		61.625446		93610.515625		0.000658 
3.950905		93.657921		61.672260		93657.921875		0.000658 
3.951905		93.705330		61.719097		93705.328125		0.000659 
3.952905		93.752754		61.765961		93752.757812		0.000659 
3.953905		93.800194		61.812843		93800.195312		0.000659 
3.954905		93.847641		61.859753		93847.640625		0.000659 
3.955905		93.895103		61.906685		93895.101562		0.000659 
3.956905		93.942581		61.953640		93942.578125		0.000659 
3.957905		93.990067		62.000622		93990.070312		0.000660 
3.958905		94.037560		62.047623		94037.562500		0.000660 
3.959905		94.085068		62.094650		94085.070312		0.000660 
3.960905		94.132591		62.141701		94132.593750		0.000660 
3.961905		94.180122		62.188778		94180.125000		0.000660 
3.962904		94.227669		62.235874		94227.671875		0.000660 
3.963904		94.275230		62.282997		94275.226562		0.000661 
3.964904		94.322800		62.330143		94322.796875		0.000661 
3.965904		94.370377		62.377316		94370.375000		0.000661 
3.966904		94.417969		62.424507		94417.968750		0.000661 
3.967904		94.465576		62.471725		94465.578125		0.000661 
3.968904		94.513191		62.518967		94513.187500		0.000661 
3.969904		94.560822		62.566231		94560.820312		0.000662 
3.970904		94.608467		62.613522		94608.468750		0.000662 
3.971904		94.656120		62.660831		94656.117188		0.000662 
3.972904		94.703781		62.708168		94703.781250		0.000662 
3.973904		94.751465		62.755531		94751.468750		0.000662 
3.974904		94.799149		62.802914		94799.148438		0.000662 
3.975904		94.846855		62.850323		94846.851562		0.000663 
3.976903		94.894569		62.897755		94894.570312		0.000663 
3.977903		94.942291		62.945210		94942.289062		0.000663 
3.978903		94.990028		62.992691		94990.031250		0.000663 
3.979903		95.037781		63.040192		95037.781250		0.000663 
3.980903		95.085541		63.087719		95085.539062		0.000663 
3.981903		95.133316		63.135273		95133.312500		0.000664 
3.982903		95.181099		63.182846		95181.101562		0.000664 
3.983903		95.228897		63.230446		95228.898438		0.000664 
3.984903		95.276703		63.278069		95276.703125		0.000664 
3.985903		95.324524		63.325714		95324.523438		0.000664 
3.986903		95.372360		63.373386		95372.359375		0.000664 
3.987903		95.420204		63.421082		95420.203125		0.000665 
3.988903		95.468063		63.468800		95468.062500		0.000665 
3.989902		95.515930		63.516541		95515.929688		0.000665 
3.990902		95.563812		63.564308		95563.812500		0.000665 
3.991902		95.611710		63.612099		95611.710938		0.000665 
3.992902		95.659615		63.659912		95659.617188		0.000665 
3.993902		95.707527		63.707752		95707.523438		0.000666 
3.994902		95.755455		63.755615		95755.453125		0.000666 
3.995902		95.803398		63.803501		95803.398438		0.000666 
3.996902		95.851357		63.851410		95851.359375		0.000666 
3.997902		95.899315		63.899345		95899.312500		0.000666 
3.998902		95.947296		63.947304		95947.296875		0.000666 
3.999902		95.995285		63.995285		95995.281250		0.000667 
4.000902		96.043289		64.043289		96043.289062		0.000667 
4.001902		96.091301		64.091324		96091.304688		0.000667 
4.002902		96.139328		64.139374		96139.328125		0.000667 
4.003901		96.187363		64.187454		96187.359375		0.000667 
4.004901		96.235413		64.235558		96235.414062		0.000667 
4.005901		96.283470		64.283684		96283.468750		0.000668 
4.006901		96.331543		64.331833		96331.546875		0.000668 
4.007901		96.379631		64.380005		96379.632812		0.000668 
4.008901		96.427727		64.428207		96427.726562		0.000668 
4.009901		96.475838		64.476425		96475.835938		0.000668 
4.010901		96.523956		64.524673		96523.953125		0.000668 
4.011901		96.572090		64.572945		96572.093750		0.000669 
4.012901		96.620239		64.621239		96620.242188		0.000669 
4.013901		96.668396		64.669556		96668.398438		0.000669 
4.014901		96.716568		64.717903		96716.570312		0.000669 
4.015901		96.764748		64.766266		96764.750000		0.000669 
4.016901		96.812943		64.814659		96812.945312		0.000669 
4.017900		96.861145		64.863075		96861.148438		0.000670 
4.018900		96.909363		64.911514		96909.359375		0.000670 
4.019900		96.957588		64.959976		96957.585938		0.000670 
4.020900		97.005836		65.008461		97005.835938		0.000670 
4.021900		97.054085		65.056976		97054.085938		0.000670 
4.022900		97.102348		65.105507		97102.351562		0.000670 
4.023900		97.150627		65.154068		97150.625000		0.000671 
4.024900		97.198921		65.202652		97198.921875		0.000671 
4.025900		97.247223		65.251259		97247.226562		0.000671 
4.026900		97.295532		65.299896		97295.531250		0.000671 
4.027900		97.343857		65.348549		97343.859375		0.000671 
4.028900		97.392197		65.397232		97392.195312		0.000671 
4.029900		97.440544		65.445938		97440.546875		0.000672 
4.030900		97.488907		65.494667		97488.906250		0.000672 
4.031899		97.537277		65.543419		97537.273438		0.000672 
4.032899		97.585663		65.592194		97585.664062		0.000672 
4.033899		97.634064		65.640999		97634.062500		0.000672 
4.034899		97.682472		65.689819		97682.468750		0.000672 
4.035899		97.730896		65.738670		97730.898438		0.000673 
4.036899		97.779327		65.787544		97779.328125		0.000673 
4.037899		97.827774		65.836441		97827.773438		0.000673 
4.038899		97.876228		65.885368		97876.226562		0.000673 
4.039899		97.924698		65.934311		97924.695312		0.000673 
4.040899		97.973175		65.983284		97973.171875		0.000673 
4.041899		98.021675		66.032280		98021.671875		0.000674 
4.042899		98.070175		66.081299		98070.171875		0.000674 
4.043899		98.118698		66.130341		98118.695312		0.000674 
4.044899		98.167221		66.179413		98167.218750		0.000674 
4.045898		98.215767		66.228500		98215.765625		0.000674 
4.046898		98.264320		66.277618		98264.320312		0.000674 
4.047898		98.312881		66.326759		98312.882812		0.000675 
4.048898		98.361458		66.375923		98361.460938		0.000675 
4.049898		98.410049		66.425110		98410.046875		0.000675 
4.050898		98.458649		66.474327		98458.648438		0.000675 
4.051898		98.507263		66.523567		98507.265625		0.000675 
4.052898		98.555893		66.572830		98555.890625		0.000675 
4.053898		98.604530		66.622116		98604.531250		0.000676 
4.054898		98.653175		66.671425		98653.171875		0.000676 
4.055898		98.701836		66.720757		98701.835938		0.000676 
4.056898		98.750511		66.770119		98750.507812		0.000676 
4.057898		98.799194		66.819504		98799.195312		0.000676 
4.058897		98.847893		66.868912		98847.890625		0.000676 
4.059897		98.896599		66.918343		98896.601562		0.000677 
4.060897		98.945320		66.967804		98945.320312		0.000677 
4.061897		98.994057		67.017281		98994.054688		0.000677 
4.062897		99.042801		67.066788		99042.804688		0.000677 
4.063897		99.091560		67.116318		99091.562500		0.000677 
4.064897		99.140327		67.165871		99140.328125		0.000677 
4.065897		99.189110		67.215454		99189.109375		0.000678 
4.066897		99.237900		67.265053		99237.898438		0.000678 
4.067897		99.286705		67.314682		99286.703125		0.000678 
4.068897		99.335526		67.364334		99335.523438		0.000678 
4.069897		99.384354		67.414009		99384.351562		0.000678 
4.070897		99.433197		67.463707		99433.195312		0.000678 
4.071897		99.482048		67.513435		99482.046875		0.000679 
4.072896		99.530914		67.563187		99530.914062		0.000679 
4.073896		99.579788		67.612961		99579.789062		0.000679 
4.074896		99.628677		67.662758		99628.679688		0.000679 
4.075896		99.677582		67.712578		99677.578125		0.000679 
4.076896		99.726494		67.762428		99726.492188		0.000679 
4.077896		99.775421		67.812302		99775.421875		0.000680 
4.078896		99.824356		67.862198		99824.359375		0.000680 
4.079896		99.873306		67.912117		99873.304688		0.000680 
4.080896		99.922272		67.962059		99922.273438		0.000680 
4.081896		99.971245		68.012032		99971.242188		0.000680 
4.082896		100.020226		68.062027		100020.226562		0.000680 
4.083896		100.069221		68.112045		100069.218750		0.000681 
4.084896		100.118233		68.162086		100118.234375		0.000681 
4.085896		100.167252		68.212158		100167.250000		0.000681 
4.086895		100.216286		68.262245		100216.289062		0.000681 
4.087895		100.265335		68.312363		100265.335938		0.000681 
4.088895		100.314392		68.362503		100314.390625		0.000681 
4.089895		100.363457		68.412674		100363.453125		0.000682 
4.090895		100.412537		68.462860		100412.539062		0.000682 
4.091895		100.461632		68.513077		100461.632812		0.000682 
4.092895		100.510742		68.563316		100510.742188		0.000682 
4.093895		100.559853		68.613579		100559.851562		0.000682 
4.094895		100.608986		68.663872		100608.984375		0.000682 
4.095895		100.658127		68.714180		100658.125000		0.000683 
4.096895		100.707275		68.764519		100707.273438		0.000683 
4.097895		100.756447		68.814880		100756.445312		0.000683 
4.098895		100.805618		68.865273		100805.617188		0.000683 
4.099895		100.854813		68.915680		100854.812500		0.000683 
4.100894		100.904015		68.966118		100904.015625		0.000683 
4.101894		100.953224		69.016579		100953.226562		0.000684 
4.102894		101.002449		69.067062		101002.445312		0.000684 
4.103894		101.051689		69.117577		101051.687500		0.000684 
4.104894		101.100937		69.168106		101100.937500		0.000684 
4.105894		101.150200		69.218666		101150.203125		0.000684 
4.106894		101.199471		69.269249		101199.468750		0.000684 
4.107894		101.248756		69.319855		101248.757812		0.000685 
4.108894		101.298050		69.370491		101298.046875		0.000685 
4.109894		101.347359		69.421150		101347.359375		0.000685 
4.110894		101.396683		69.471832		101396.679688		0.000685 
4.111894		101.446014		69.522537		101446.015625		0.000685 
4.112894		101.495361		69.573273		101495.359375		0.000685 
4.113894		101.544716		69.624023		101544.718750		0.000686 
4.114893		101.594086		69.674805		101594.085938		0.000686 
4.115893		101.643471		69.725616		101643.468750		0.000686 
4.116893		101.692863		69.776443		101692.867188		0.000686 
4.117893		101.742264		69.827301		101742.265625		0.000686 
4.118893		101.791687		69.878181		101791.687500		0.000686 
4.119893		101.841110		69.929085		101841.109375		0.000687 
4.120893		101.890556		69.980011		101890.554688		0.000687 
4.121893		101.940010		70.030968		101940.007812		0.000687 
4.122893		101.989471		70.081947		101989.468750		0.000687 
4.123893		102.038948		70.132950		102038.945312		0.000687 
4.124893		102.088440		70.183975		102088.437500		0.000687 
4.125893		102.137939		70.235031		102137.937500		0.000688 
4.126893		102.187454		70.286110		102187.453125		0.000688 
4.127892		102.236977		70.337212		102236.976562		0.000688 
4.128892		102.286514		70.388336		102286.515625		0.000688 
4.129892		102.336067		70.439491		102336.070312		0.000688 
4.130892		102.385628		70.490662		102385.625000		0.000688 
4.131892		102.435196		70.541870		102435.195312		0.000689 
4.132892		102.484787		70.593094		102484.789062		0.000689 
4.133892		102.534378		70.644341		102534.375000		0.000689 
4.134892		102.583992		70.695618		102583.992188		0.000689 
4.135892		102.633614		70.746918		102633.617188		0.000689 
4.136892		102.683243		70.798248		102683.242188		0.000689 
4.137892		102.732887		70.849594		102732.890625		0.000690 
4.138892		102.782547		70.900970		102782.546875		0.000690 
4.139892		102.832214		70.952370		102832.210938		0.000690 
4.140892		102.881897		71.003799		102881.898438		0.000690 
4.141891		102.931587		71.055244		102931.585938		0.000690 
4.142891		102.981293		71.106720		102981.289062		0.000690 
4.143891		103.031013		71.158218		103031.015625		0.000691 
4.144891		103.080742		71.209747		103080.742188		0.000691 
4.145891		103.130486		71.261292		103130.484375		0.000691 
4.146891		103.180237		71.312866		103180.234375		0.000691 
4.147891		103.230003		71.364464		103230.000000		0.000691 
4.148891		103.279778		71.416092		103279.781250		0.000691 
4.149891		103.329567		71.467735		103329.570312		0.000692 
4.150891		103.379372		71.519409		103379.375000		0.000692 
4.151891		103.429184		71.571114		103429.187500		0.000692 
4.152891		103.479004		71.622833		103479.000000		0.000692 
4.153891		103.528847		71.674583		103528.843750		0.000692 
4.154891		103.578690		71.726357		103578.687500		0.000692 
4.155890		103.628555		71.778152		103628.554688		0.000693 
4.156890		103.678429		71.829979		103678.429688		0.000693 
4.157890		103.728310		71.881821		103728.312500		0.000693 
4.158890		103.778206		71.933693		103778.203125		0.000693 
4.159890		103.828117		71.985596		103828.117188		0.000693 
4.160890		103.878036		72.037514		103878.039062		0.000693 
4.161890		103.927971		72.089462		103927.968750		0.000694 
4.162890		103.977921		72.141441		103977.921875		0.000694 
4.163890		104.027870		72.193436		104027.867188		0.000694 
4.164890		104.077843		72.245461		104077.843750		0.000694 
4.165890		104.127823		72.297508		104127.820312		0.000694 
4.166890		104.177818		72.349579		104177.820312		0.000694 
4.167890		104.227821		72.401672		104227.820312		0.000695 
4.168890		104.277840		72.453796		104277.835938		0.000695 
4.169889		104.327866		72.505943		104327.867188		0.000695 
4.170889		104.377907		72.558121		104377.906250		0.000695 
4.171889		104.427963		72.610313		104427.960938		0.000695 
4.172889		104.478027		72.662537		104478.031250		0.000695 
4.173889		104.528107		72.714790		104528.109375		0.000696 
4.174889		104.578194		72.767059		104578.195312		0.000696 
4.175889		104.628296		72.819359		104628.296875		0.000696 
4.176889		104.678406		72.871681		104678.406250		0.000696 
4.177889		104.728531		72.924026		104728.531250		0.000696 
4.178889		104.778671		72.976402		104778.671875		0.000696 
4.179889		104.828819		73.028801		104828.820312		0.000697 
4.180889		104.878983		73.081223		104878.984375		0.000697 
4.181889		104.929153		73.133675		104929.156250		0.000697 
4.182889		104.979340		73.186142		104979.335938		0.000697 
4.183888		105.029533		73.238640		105029.531250		0.000697 
4.184888		105.079742		73.291168		105079.742188		0.000697 
4.185888		105.129967		73.343712		105129.968750		0.000698 
4.186888		105.180199		73.396286		105180.195312		0.000698 
4.187888		105.230446		73.448891		105230.445312		0.000698 
4.188888		105.280701		73.501511		105280.703125		0.000698 
4.189888		105.330971		73.554161		105330.968750		0.000698 
4.190888		105.381248		73.606834		105381.250000		0.000698 
4.191888		105.431541		73.659531		105431.539062		0.000699 
4.192888		105.481850		73.712257		105481.851562		0.000699 
4.193888		105.532166		73.765007		105532.164062		0.000699 
4.194888		105.582497		73.817780		105582.500000		0.000699 
4.195888		105.632835		73.870583		105632.835938		0.000699 
4.196887		105.683189		73.923409		105683.187500		0.000699 
4.197887		105.733551		73.976257		105733.554688		0.000700 
4.198887		105.783928		74.029137		105783.929688		0.000700 
4.199887		105.834320		74.082031		105834.320312		0.000700 
4.200887		105.884720		74.134964		105884.718750		0.000700 
4.201887		105.935135		74.187912		105935.132812		0.000700 
4.202887		105.985558		74.240891		105985.554688		0.000700 
4.203887		106.035995		74.293892		106035.992188		0.000701 
4.204887		106.086441		74.346916		106086.437500		0.000701 
4.205887		106.136902		74.399971		106136.898438		0.000701 
4.206887		106.187378		74.453049		106187.375000		0.000701 
4.207887		106.237862		74.506149		106237.859375		0.000701 
4.208887		106.288361		74.559273		106288.359375		0.000701 
