gia ton kivo 
	akmi		emvadon		xwritikotita		xwritikotita/kostos 
6.904691		599.098572		1034.147705		599098.562500		0.001726 
6.905691		599.272095		1034.597046		599272.125000		0.001726 
6.906691		599.445679		1035.046509		599445.687500		0.001727 
6.907691		599.619263		1035.496094		599619.250000		0.001727 
6.908691		599.792847		1035.945923		599792.875000		0.001727 
6.909691		599.966492		1036.395752		599966.500000		0.001727 
6.910691		600.140198		1036.845825		600140.187500		0.001728 
6.911691		600.313843		1037.295898		600313.812500		0.001728 
6.912691		600.487549		1037.746216		600487.562500		0.001728 
6.913691		600.661316		1038.196533		600661.312500		0.001728 
6.914690		600.835083		1038.647095		600835.062500		0.001729 
6.915690		601.008850		1039.097778		601008.875000		0.001729 
6.916690		601.182678		1039.548584		601182.687500		0.001729 
6.917690		601.356506		1039.999512		601356.500000		0.001729 
6.918690		601.530334		1040.450562		601530.312500		0.001730 
6.919690		601.704224		1040.901733		601704.250000		0.001730 
6.920690		601.878174		1041.353027		601878.187500		0.001730 
6.921690		602.052063		1041.804443		602052.062500		0.001730 
6.922690		602.226013		1042.255981		602226.000000		0.001731 
6.923690		602.400024		1042.707764		602400.000000		0.001731 
6.924690		602.574036		1043.159546		602574.062500		0.001731 
6.925690		602.748047		1043.611572		602748.062500		0.001731 
6.926690		602.922119		1044.063599		602922.125000		0.001732 
6.927690		603.096252		1044.515869		603096.250000		0.001732 
6.928689		603.270325		1044.968262		603270.312500		0.001732 
6.929689		603.444458		1045.420654		603444.437500		0.001732 
6.930689		603.618652		1045.873291		603618.625000		0.001733 
6.931689		603.792847		1046.326050		603792.875000		0.001733 
6.932689		603.967041		1046.778931		603967.062500		0.001733 
6.933689		604.141296		1047.231934		604141.312500		0.001733 
6.934689		604.315552		1047.685059		604315.562500		0.001734 
6.935689		604.489807		1048.138306		604489.812500		0.001734 
6.936689		604.664124		1048.591797		604664.125000		0.001734 
6.937689		604.838501		1049.045288		604838.500000		0.001734 
6.938689		605.012817		1049.498901		605012.812500		0.001735 
6.939689		605.187195		1049.952759		605187.187500		0.001735 
6.940689		605.361633		1050.406616		605361.625000		0.001735 
6.941689		605.536072		1050.860718		605536.062500		0.001735 
6.942688		605.710510		1051.314941		605710.500000		0.001736 
6.943688		605.885010		1051.769165		605885.000000		0.001736 
6.944688		606.059570		1052.223633		606059.562500		0.001736 
6.945688		606.234070		1052.678223		606234.062500		0.001736 
6.946688		606.408630		1053.132935		606408.625000		0.001737 
6.947688		606.583252		1053.587769		606583.250000		0.001737 
6.948688		606.757874		1054.042725		606757.875000		0.001737 
6.949688		606.932495		1054.497803		606932.500000		0.001737 
6.950688		607.107178		1054.953125		607107.187500		0.001738 
6.951688		607.281860		1055.408447		607281.875000		0.001738 
6.952688		607.456543		1055.863892		607456.562500		0.001738 
6.953688		607.631287		1056.319580		607631.312500		0.001738 
6.954688		607.806030		1056.775269		607806.000000		0.001739 
6.955688		607.980835		1057.231201		607980.812500		0.001739 
6.956687		608.155640		1057.687256		608155.625000		0.001739 
6.957687		608.330505		1058.143433		608330.500000		0.001739 
6.958687		608.505371		1058.599609		608505.375000		0.001740 
6.959687		608.680237		1059.056030		608680.250000		0.001740 
6.960687		608.855164		1059.512573		608855.187500		0.001740 
6.961687		609.030090		1059.969238		609030.062500		0.001740 
6.962687		609.205078		1060.426025		609205.062500		0.001741 
6.963687		609.380066		1060.883057		609380.062500		0.001741 
6.964687		609.555115		1061.340088		609555.125000		0.001741 
6.965687		609.730164		1061.797241		609730.187500		0.001741 
6.966687		609.905212		1062.254639		609905.187500		0.001742 
6.967687		610.080322		1062.712036		610080.312500		0.001742 
6.968687		610.255432		1063.169678		610255.437500		0.001742 
6.969687		610.430542		1063.627441		610430.562500		0.001742 
6.970686		610.605713		1064.085205		610605.687500		0.001743 
6.971686		610.780884		1064.543213		610780.875000		0.001743 
6.972686		610.956116		1065.001343		610956.125000		0.001743 
6.973686		611.131348		1065.459595		611131.375000		0.001743 
6.974686		611.306641		1065.917969		611306.625000		0.001744 
6.975686		611.481934		1066.376465		611481.937500		0.001744 
6.976686		611.657227		1066.835083		611657.250000		0.001744 
6.977686		611.832581		1067.293945		611832.562500		0.001744 
6.978686		612.007935		1067.752808		612007.937500		0.001745 
6.979686		612.183350		1068.211914		612183.375000		0.001745 
6.980686		612.358765		1068.671021		612358.750000		0.001745 
6.981686		612.534241		1069.130371		612534.250000		0.001745 
6.982686		612.709656		1069.589722		612709.625000		0.001746 
6.983685		612.885193		1070.049316		612885.187500		0.001746 
6.984685		613.060669		1070.509033		613060.687500		0.001746 
6.985685		613.236267		1070.968872		613236.250000		0.001746 
6.986685		613.411804		1071.428833		613411.812500		0.001747 
6.987685		613.587402		1071.888916		613587.375000		0.001747 
6.988685		613.763000		1072.349121		613763.000000		0.001747 
6.989685		613.938660		1072.809448		613938.687500		0.001747 
6.990685		614.114319		1073.270020		614114.312500		0.001748 
6.991685		614.290039		1073.730591		614290.062500		0.001748 
6.992685		614.465759		1074.191284		614465.750000		0.001748 
6.993685		614.641479		1074.652222		614641.500000		0.001748 
6.994685		614.817261		1075.113281		614817.250000		0.001749 
6.995685		614.993042		1075.574341		614993.062500		0.001749 
6.996685		615.168884		1076.035645		615168.875000		0.001749 
6.997684		615.344727		1076.497070		615344.750000		0.001749 
6.998684		615.520630		1076.958618		615520.625000		0.001750 
6.999684		615.696472		1077.420288		615696.500000		0.001750 
7.000684		615.872437		1077.882080		615872.437500		0.001750 
7.001684		616.048340		1078.343994		616048.312500		0.001750 
7.002684		616.224365		1078.806152		616224.375000		0.001751 
7.003684		616.400330		1079.268311		616400.312500		0.001751 
7.004684		616.576355		1079.730591		616576.375000		0.001751 
7.005684		616.752380		1080.193115		616752.375000		0.001751 
7.006684		616.928467		1080.655640		616928.437500		0.001752 
7.007684		617.104553		1081.118408		617104.562500		0.001752 
7.008684		617.280701		1081.581299		617280.687500		0.001752 
7.009684		617.456848		1082.044312		617456.875000		0.001752 
7.010684		617.632996		1082.507446		617633.000000		0.001753 
7.011683		617.809204		1082.970703		617809.187500		0.001753 
7.012683		617.985413		1083.434082		617985.437500		0.001753 
7.013683		618.161682		1083.897583		618161.687500		0.001753 
7.014683		618.337952		1084.361206		618337.937500		0.001754 
7.015683		618.514221		1084.824951		618514.250000		0.001754 
7.016683		618.690552		1085.288940		618690.562500		0.001754 
7.017683		618.866943		1085.752930		618866.937500		0.001754 
7.018683		619.043274		1086.217163		619043.250000		0.001755 
7.019683		619.219666		1086.681519		619219.687500		0.001755 
7.020683		619.396118		1087.145874		619396.125000		0.001755 
7.021683		619.572571		1087.610474		619572.562500		0.001755 
7.022683		619.749023		1088.075195		619749.000000		0.001756 
7.023683		619.925537		1088.540039		619925.562500		0.001756 
7.024683		620.102051		1089.005005		620102.062500		0.001756 
7.025682		620.278625		1089.470093		620278.625000		0.001756 
7.026682		620.455200		1089.935425		620455.187500		0.001757 
7.027682		620.631775		1090.400757		620631.750000		0.001757 
7.028682		620.808411		1090.866211		620808.437500		0.001757 
7.029682		620.985046		1091.331909		620985.062500		0.001757 
7.030682		621.161743		1091.797729		621161.750000		0.001758 
7.031682		621.338440		1092.263550		621338.437500		0.001758 
7.032682		621.515137		1092.729614		621515.125000		0.001758 
7.033682		621.691895		1093.195801		621691.875000		0.001758 
7.034682		621.868713		1093.662109		621868.687500		0.001759 
7.035682		622.045471		1094.128540		622045.500000		0.001759 
7.036682		622.222290		1094.595093		622222.312500		0.001759 
7.037682		622.399170		1095.061768		622399.187500		0.001759 
7.038682		622.576050		1095.528564		622576.062500		0.001760 
7.039681		622.752930		1095.995605		622752.937500		0.001760 
7.040681		622.929871		1096.462646		622929.875000		0.001760 
7.041681		623.106812		1096.929932		623106.812500		0.001760 
7.042681		623.283813		1097.397217		623283.812500		0.001761 
7.043681		623.460815		1097.864746		623460.812500		0.001761 
7.044681		623.637817		1098.332397		623637.812500		0.001761 
7.045681		623.814880		1098.800171		623814.875000		0.001761 
7.046681		623.991943		1099.268066		623991.937500		0.001762 
7.047681		624.169067		1099.736084		624169.062500		0.001762 
7.048681		624.346191		1100.204224		624346.187500		0.001762 
7.049681		624.523315		1100.672485		624523.312500		0.001762 
7.050681		624.700500		1101.140991		624700.500000		0.001763 
7.051681		624.877686		1101.609497		624877.687500		0.001763 
7.052680		625.054932		1102.078247		625054.937500		0.001763 
7.053680		625.232178		1102.546997		625232.187500		0.001763 
7.054680		625.409485		1103.015991		625409.500000		0.001764 
7.055680		625.586792		1103.485107		625586.812500		0.001764 
7.056680		625.764099		1103.954346		625764.125000		0.001764 
7.057680		625.941467		1104.423706		625941.437500		0.001764 
7.058680		626.118835		1104.893188		626118.812500		0.001765 
7.059680		626.296265		1105.362793		626296.250000		0.001765 
7.060680		626.473694		1105.832520		626473.687500		0.001765 
7.061680		626.651123		1106.302368		626651.125000		0.001765 
7.062680		626.828613		1106.772461		626828.625000		0.001766 
7.063680		627.006104		1107.242554		627006.125000		0.001766 
7.064680		627.183655		1107.712891		627183.625000		0.001766 
7.065680		627.361206		1108.183228		627361.187500		0.001766 
7.066679		627.538757		1108.653809		627538.750000		0.001767 
7.067679		627.716370		1109.124512		627716.375000		0.001767 
7.068679		627.893982		1109.595337		627894.000000		0.001767 
7.069679		628.071655		1110.066284		628071.625000		0.001767 
7.070679		628.249329		1110.537354		628249.312500		0.001768 
7.071679		628.427063		1111.008545		628427.062500		0.001768 
7.072679		628.604797		1111.479980		628604.812500		0.001768 
7.073679		628.782532		1111.951416		628782.562500		0.001768 
7.074679		628.960327		1112.423096		628960.312500		0.001769 
7.075679		629.138123		1112.894775		629138.125000		0.001769 
7.076679		629.315918		1113.366699		629315.937500		0.001769 
7.077679		629.493774		1113.838745		629493.750000		0.001769 
7.078679		629.671692		1114.310913		629671.687500		0.001770 
7.079679		629.849609		1114.783203		629849.625000		0.001770 
7.080678		630.027527		1115.255615		630027.500000		0.001770 
7.081678		630.205505		1115.728149		630205.500000		0.001770 
7.082678		630.383484		1116.200806		630383.500000		0.001771 
7.083678		630.561462		1116.673584		630561.437500		0.001771 
7.084678		630.739502		1117.146606		630739.500000		0.001771 
7.085678		630.917542		1117.619629		630917.562500		0.001771 
7.086678		631.095642		1118.092896		631095.625000		0.001772 
7.087678		631.273743		1118.566284		631273.750000		0.001772 
7.088678		631.451904		1119.039795		631451.875000		0.001772 
7.089678		631.630005		1119.513306		631630.000000		0.001772 
7.090678		631.808228		1119.987061		631808.250000		0.001773 
7.091678		631.986450		1120.461060		631986.437500		0.001773 
7.092678		632.164673		1120.935059		632164.687500		0.001773 
7.093678		632.342896		1121.409180		632342.875000		0.001773 
7.094677		632.521179		1121.883423		632521.187500		0.001774 
7.095677		632.699524		1122.357910		632699.500000		0.001774 
7.096677		632.877869		1122.832397		632877.875000		0.001774 
7.097677		633.056213		1123.307129		633056.187500		0.001774 
7.098677		633.234558		1123.781982		633234.562500		0.001775 
7.099677		633.412964		1124.256958		633412.937500		0.001775 
7.100677		633.591431		1124.732056		633591.437500		0.001775 
7.101677		633.769897		1125.207275		633769.875000		0.001775 
7.102677		633.948364		1125.682617		633948.375000		0.001776 
7.103677		634.126892		1126.158081		634126.875000		0.001776 
7.104677		634.305420		1126.633667		634305.437500		0.001776 
7.105677		634.483948		1127.109497		634483.937500		0.001776 
7.106677		634.662537		1127.585327		634662.562500		0.001777 
7.107677		634.841187		1128.061401		634841.187500		0.001777 
7.108676		635.019775		1128.537598		635019.750000		0.001777 
7.109676		635.198486		1129.013916		635198.500000		0.001777 
7.110676		635.377136		1129.490356		635377.125000		0.001778 
7.111676		635.555847		1129.966919		635555.875000		0.001778 
7.112676		635.734619		1130.443604		635734.625000		0.001778 
7.113676		635.913330		1130.920410		635913.312500		0.001778 
7.114676		636.092163		1131.397339		636092.187500		0.001779 
7.115676		636.270935		1131.874512		636270.937500		0.001779 
7.116676		636.449768		1132.351685		636449.750000		0.001779 
7.117676		636.628662		1132.829102		636628.687500		0.001779 
7.118676		636.807556		1133.306519		636807.562500		0.001780 
7.119676		636.986450		1133.784180		636986.437500		0.001780 
7.120676		637.165405		1134.261963		637165.375000		0.001780 
7.121675		637.344360		1134.739868		637344.375000		0.001780 
7.122675		637.523315		1135.217896		637523.312500		0.001781 
7.123675		637.702332		1135.696167		637702.312500		0.001781 
7.124675		637.881348		1136.174438		637881.375000		0.001781 
7.125675		638.060425		1136.652832		638060.437500		0.001781 
7.126675		638.239502		1137.131470		638239.500000		0.001782 
7.127675		638.418640		1137.610107		638418.625000		0.001782 
7.128675		638.597778		1138.088989		638597.750000		0.001782 
7.129675		638.776917		1138.567993		638776.937500		0.001782 
7.130675		638.956116		1139.047119		638956.125000		0.001783 
7.131675		639.135315		1139.526367		639135.312500		0.001783 
7.132675		639.314575		1140.005737		639314.562500		0.001783 
7.133675		639.493835		1140.485229		639493.812500		0.001783 
7.134675		639.673157		1140.964844		639673.187500		0.001784 
7.135674		639.852417		1141.444702		639852.437500		0.001784 
7.136674		640.031799		1141.924561		640031.812500		0.001784 
7.137674		640.211121		1142.404663		640211.125000		0.001784 
7.138674		640.390564		1142.884888		640390.562500		0.001785 
7.139674		640.569946		1143.365234		640569.937500		0.001785 
7.140674		640.749390		1143.845703		640749.375000		0.001785 
7.141674		640.928833		1144.326294		640928.812500		0.001785 
7.142674		641.108337		1144.807007		641108.312500		0.001786 
7.143674		641.287842		1145.287842		641287.812500		0.001786 
7.144674		641.467407		1145.768799		641467.437500		0.001786 
7.145674		641.646973		1146.250000		641647.000000		0.001786 
7.146674		641.826538		1146.731201		641826.562500		0.001787 
7.147674		642.006165		1147.212646		642006.187500		0.001787 
7.148674		642.185791		1147.694214		642185.812500		0.001787 
7.149673		642.365479		1148.175781		642365.500000		0.001787 
7.150673		642.545166		1148.657593		642545.187500		0.001788 
7.151673		642.724854		1149.139648		642724.875000		0.001788 
7.152673		642.904602		1149.621704		642904.625000		0.001788 
7.153673		643.084412		1150.103882		643084.437500		0.001788 
7.154673		643.264160		1150.586182		643264.187500		0.001789 
7.155673		643.443970		1151.068726		643444.000000		0.001789 
7.156673		643.623840		1151.551270		643623.812500		0.001789 
7.157673		643.803711		1152.034058		643803.687500		0.001789 
7.158673		643.983582		1152.516968		643983.562500		0.001790 
7.159673		644.163513		1153.000000		644163.500000		0.001790 
7.160673		644.343445		1153.483154		644343.437500		0.001790 
7.161673		644.523438		1153.966431		644523.437500		0.001790 
7.162673		644.703430		1154.449829		644703.437500		0.001791 
7.163672		644.883423		1154.933350		644883.437500		0.001791 
7.164672		645.063477		1155.417114		645063.500000		0.001791 
7.165672		645.243530		1155.900879		645243.500000		0.001791 
7.166672		645.423645		1156.384888		645423.625000		0.001792 
7.167672		645.603760		1156.869019		645603.750000		0.001792 
7.168672		645.783875		1157.353271		645783.875000		0.001792 
7.169672		645.964050		1157.837646		645964.062500		0.001792 
7.170672		646.144226		1158.322144		646144.250000		0.001793 
7.171672		646.324463		1158.806763		646324.437500		0.001793 
7.172672		646.504700		1159.291504		646504.687500		0.001793 
7.173672		646.684998		1159.776489		646685.000000		0.001793 
7.174672		646.865295		1160.261475		646865.312500		0.001794 
7.175672		647.045593		1160.746704		647045.562500		0.001794 
7.176672		647.225952		1161.231934		647225.937500		0.001794 
7.177671		647.406311		1161.717407		647406.312500		0.001794 
7.178671		647.586670		1162.203003		647586.687500		0.001795 
7.179671		647.767090		1162.688721		647767.062500		0.001795 
7.180671		647.947571		1163.174561		647947.562500		0.001795 
7.181671		648.128052		1163.660645		648128.062500		0.001795 
7.182671		648.308533		1164.146729		648308.562500		0.001796 
7.183671		648.489014		1164.632935		648489.000000		0.001796 
7.184671		648.669617		1165.119385		648669.625000		0.001796 
7.185671		648.850159		1165.605957		648850.187500		0.001796 
7.186671		649.030762		1166.092529		649030.750000		0.001797 
7.187671		649.211365		1166.579346		649211.375000		0.001797 
7.188671		649.392029		1167.066284		649392.000000		0.001797 
7.189671		649.572693		1167.553467		649572.687500		0.001797 
7.190670		649.753357		1168.040649		649753.375000		0.001798 
7.191670		649.934082		1168.527954		649934.062500		0.001798 
7.192670		650.114868		1169.015503		650114.875000		0.001798 
7.193670		650.295593		1169.503052		650295.562500		0.001798 
7.194670		650.476440		1169.990845		650476.437500		0.001799 
7.195670		650.657227		1170.478760		650657.250000		0.001799 
7.196670		650.838074		1170.966797		650838.062500		0.001799 
7.197670		651.018982		1171.454956		651019.000000		0.001799 
7.198670		651.199829		1171.943237		651199.812500		0.001800 
7.199670		651.380798		1172.431641		651380.812500		0.001800 
7.200670		651.561707		1172.920166		651561.687500		0.001800 
7.201670		651.742676		1173.408936		651742.687500		0.001800 
7.202670		651.923706		1173.897705		651923.687500		0.001801 
7.203670		652.104736		1174.386719		652104.750000		0.001801 
7.204669		652.285767		1174.875854		652285.750000		0.001801 
7.205669		652.466858		1175.365112		652466.875000		0.001801 
7.206669		652.647949		1175.854492		652647.937500		0.001802 
7.207669		652.829041		1176.343994		652829.062500		0.001802 
7.208669		653.010193		1176.833618		653010.187500		0.001802 
7.209669		653.191345		1177.323364		653191.375000		0.001802 
7.210669		653.372559		1177.813354		653372.562500		0.001803 
7.211669		653.553772		1178.303345		653553.750000		0.001803 
7.212669		653.735046		1178.793579		653735.062500		0.001803 
7.213669		653.916321		1179.283936		653916.312500		0.001803 
7.214669		654.097595		1179.774414		654097.625000		0.001804 
7.215669		654.278931		1180.265015		654278.937500		0.001804 
7.216669		654.460266		1180.755737		654460.250000		0.001804 
7.217669		654.641663		1181.246582		654641.687500		0.001804 
7.218668		654.823059		1181.737671		654823.062500		0.001805 
7.219668		655.004456		1182.228760		655004.437500		0.001805 
7.220668		655.185913		1182.720093		655185.937500		0.001805 
7.221668		655.367432		1183.211548		655367.437500		0.001805 
7.222668		655.548889		1183.703003		655548.875000		0.001806 
7.223668		655.730408		1184.194702		655730.437500		0.001806 
7.224668		655.911987		1184.686523		655912.000000		0.001806 
7.225668		656.093567		1185.178589		656093.562500		0.001806 
7.226668		656.275146		1185.670654		656275.125000		0.001807 
7.227668		656.456787		1186.162842		656456.812500		0.001807 
7.228668		656.638428		1186.655273		656638.437500		0.001807 
7.229668		656.820129		1187.147827		656820.125000		0.001807 
7.230668		657.001831		1187.640381		657001.812500		0.001808 
7.231668		657.183533		1188.133179		657183.562500		0.001808 
7.232667		657.365295		1188.626099		657365.312500		0.001808 
7.233667		657.547058		1189.119141		657547.062500		0.001808 
7.234667		657.728882		1189.612427		657728.875000		0.001809 
7.235667		657.910706		1190.105713		657910.687500		0.001809 
7.236667		658.092529		1190.599121		658092.500000		0.001809 
7.237667		658.274414		1191.092773		658274.437500		0.001809 
7.238667		658.456299		1191.586548		658456.312500		0.001810 
7.239667		658.638245		1192.080444		658638.250000		0.001810 
7.240667		658.820190		1192.574341		658820.187500		0.001810 
7.241667		659.002197		1193.068604		659002.187500		0.001810 
7.242667		659.184204		1193.562866		659184.187500		0.001811 
7.243667		659.366211		1194.057251		659366.187500		0.001811 
7.244667		659.548279		1194.551758		659548.250000		0.001811 
7.245667		659.730347		1195.046509		659730.375000		0.001811 
7.246666		659.912415		1195.541382		659912.437500		0.001812 
7.247666		660.094543		1196.036255		660094.562500		0.001812 
7.248666		660.276733		1196.531372		660276.750000		0.001812 
7.249666		660.458923		1197.026611		660458.937500		0.001812 
7.250666		660.641113		1197.521973		660641.125000		0.001813 
7.251666		660.823303		1198.017578		660823.312500		0.001813 
7.252666		661.005615		1198.513184		661005.625000		0.001813 
7.253666		661.187866		1199.008911		661187.875000		0.001813 
7.254666		661.370178		1199.504883		661370.187500		0.001814 
7.255666		661.552490		1200.000977		661552.500000		0.001814 
7.256666		661.734863		1200.497192		661734.875000		0.001814 
7.257666		661.917236		1200.993530		661917.250000		0.001814 
7.258666		662.099609		1201.489990		662099.625000		0.001815 
7.259665		662.282043		1201.986572		662282.062500		0.001815 
7.260665		662.464539		1202.483276		662464.562500		0.001815 
7.261665		662.646973		1202.980225		662647.000000		0.001815 
7.262665		662.829529		1203.477173		662829.500000		0.001816 
7.263665		663.012024		1203.974365		663012.000000		0.001816 
7.264665		663.194580		1204.471680		663194.562500		0.001816 
7.265665		663.377197		1204.969116		663377.187500		0.001816 
7.266665		663.559753		1205.466675		663559.750000		0.001817 
7.267665		663.742432		1205.964355		663742.437500		0.001817 
7.268665		663.925049		1206.462158		663925.062500		0.001817 
7.269665		664.107727		1206.960205		664107.750000		0.001817 
7.270665		664.290466		1207.458252		664290.437500		0.001818 
7.271665		664.473206		1207.956543		664473.187500		0.001818 
7.272665		664.655945		1208.454956		664655.937500		0.001818 
7.273664		664.838684		1208.953491		664838.687500		0.001818 
7.274664		665.021545		1209.452148		665021.562500		0.001819 
7.275664		665.204346		1209.950928		665204.375000		0.001819 
7.276664		665.387207		1210.449829		665387.187500		0.001819 
7.277664		665.570068		1210.948853		665570.062500		0.001819 
7.278664		665.752991		1211.448120		665753.000000		0.001820 
7.279664		665.935913		1211.947510		665935.937500		0.001820 
7.280664		666.118896		1212.446899		666118.875000		0.001820 
7.281664		666.301880		1212.946533		666301.875000		0.001820 
7.282664		666.484863		1213.446289		666484.875000		0.001821 
7.283664		666.667908		1213.946167		666667.937500		0.001821 
7.284664		666.850952		1214.446289		666850.937500		0.001821 
7.285664		667.034058		1214.946411		667034.062500		0.001821 
7.286664		667.217163		1215.446777		667217.187500		0.001822 
7.287663		667.400269		1215.947144		667400.250000		0.001822 
7.288663		667.583435		1216.447754		667583.437500		0.001822 
7.289663		667.766663		1216.948486		667766.687500		0.001822 
7.290663		667.949829		1217.449341		667949.812500		0.001823 
7.291663		668.133057		1217.950317		668133.062500		0.001823 
7.292663		668.316345		1218.451416		668316.375000		0.001823 
7.293663		668.499634		1218.952759		668499.625000		0.001823 
7.294663		668.682922		1219.454102		668682.937500		0.001824 
7.295663		668.866272		1219.955688		668866.250000		0.001824 
7.296663		669.049622		1220.457397		669049.625000		0.001824 
7.297663		669.233032		1220.959229		669233.062500		0.001824 
7.298663		669.416443		1221.461182		669416.437500		0.001825 
7.299663		669.599854		1221.963257		669599.875000		0.001825 
7.300663		669.783325		1222.465454		669783.312500		0.001825 
7.301662		669.966797		1222.967896		669966.812500		0.001825 
7.302662		670.150330		1223.470337		670150.312500		0.001826 
7.303662		670.333862		1223.973022		670333.875000		0.001826 
7.304662		670.517395		1224.475830		670517.375000		0.001826 
7.305662		670.700989		1224.978638		670701.000000		0.001826 
7.306662		670.884583		1225.481812		670884.562500		0.001827 
7.307662		671.068237		1225.984985		671068.250000		0.001827 
7.308662		671.251892		1226.488281		671251.875000		0.001827 
7.309662		671.435547		1226.991699		671435.562500		0.001827 
7.310662		671.619263		1227.495361		671619.250000		0.001828 
7.311662		671.803040		1227.999146		671803.062500		0.001828 
7.312662		671.986755		1228.503052		671986.750000		0.001828 
7.313662		672.170593		1229.007080		672170.562500		0.001828 
7.314662		672.354370		1229.511230		672354.375000		0.001829 
7.315661		672.538208		1230.015503		672538.187500		0.001829 
7.316661		672.722107		1230.519897		672722.125000		0.001829 
7.317661		672.905945		1231.024536		672905.937500		0.001829 
7.318661		673.089905		1231.529175		673089.875000		0.001830 
7.319661		673.273804		1232.034058		673273.812500		0.001830 
7.320661		673.457764		1232.539062		673457.750000		0.001830 
7.321661		673.641785		1233.044189		673641.812500		0.001830 
7.322661		673.825806		1233.549438		673825.812500		0.001831 
7.323661		674.009827		1234.054810		674009.812500		0.001831 
7.324661		674.193909		1234.560425		674193.937500		0.001831 
7.325661		674.377991		1235.066040		674378.000000		0.001831 
7.326661		674.562073		1235.571899		674562.062500		0.001832 
7.327661		674.746216		1236.077759		674746.187500		0.001832 
7.328660		674.930359		1236.583862		674930.375000		0.001832 
7.329660		675.114563		1237.090088		675114.562500		0.001832 
7.330660		675.298767		1237.596558		675298.750000		0.001833 
7.331660		675.483032		1238.103027		675483.062500		0.001833 
7.332660		675.667297		1238.609619		675667.312500		0.001833 
7.333660		675.851562		1239.116455		675851.562500		0.001833 
7.334660		676.035889		1239.623413		676035.875000		0.001834 
7.335660		676.220215		1240.130371		676220.187500		0.001834 
7.336660		676.404602		1240.637573		676404.625000		0.001834 
7.337660		676.588989		1241.144897		676589.000000		0.001834 
7.338660		676.773376		1241.652466		676773.375000		0.001835 
7.339660		676.957825		1242.160034		676957.812500		0.001835 
7.340660		677.142334		1242.667847		677142.312500		0.001835 
7.341660		677.326782		1243.175659		677326.812500		0.001835 
7.342659		677.511292		1243.683716		677511.312500		0.001836 
7.343659		677.695862		1244.191895		677695.875000		0.001836 
7.344659		677.880432		1244.700195		677880.437500		0.001836 
7.345659		678.065002		1245.208618		678065.000000		0.001836 
7.346659		678.249634		1245.717163		678249.625000		0.001837 
7.347659		678.434265		1246.225952		678434.250000		0.001837 
7.348659		678.618958		1246.734741		678618.937500		0.001837 
7.349659		678.803589		1247.243774		678803.562500		0.001837 
7.350659		678.988342		1247.752930		678988.312500		0.001838 
7.351659		679.173096		1248.262207		679173.125000		0.001838 
7.352659		679.357849		1248.771606		679357.875000		0.001838 
7.353659		679.542664		1249.281128		679542.687500		0.001838 
7.354659		679.727478		1249.790894		679727.500000		0.001839 
7.355659		679.912292		1250.300659		679912.312500		0.001839 
7.356658		680.097168		1250.810669		680097.187500		0.001839 
7.357658		680.282043		1251.320679		680282.062500		0.001839 
7.358658		680.466980		1251.830933		680467.000000		0.001840 
7.359658		680.651917		1252.341309		680651.937500		0.001840 
7.360658		680.836853		1252.851929		680836.875000		0.001840 
7.361658		681.021851		1253.362549		681021.875000		0.001840 
7.362658		681.206909		1253.873291		681206.937500		0.001841 
7.363658		681.391907		1254.384277		681391.937500		0.001841 
7.364658		681.577026		1254.895386		681577.000000		0.001841 
7.365658		681.762085		1255.406616		681762.062500		0.001841 
7.366658		681.947205		1255.917969		681947.187500		0.001842 
7.367658		682.132385		1256.429443		682132.375000		0.001842 
7.368658		682.317505		1256.941040		682317.500000		0.001842 
7.369658		682.502747		1257.452881		682502.750000		0.001842 
7.370657		682.687927		1257.964722		682687.937500		0.001843 
7.371657		682.873169		1258.476807		682873.187500		0.001843 
7.372657		683.058472		1258.989014		683058.500000		0.001843 
7.373657		683.243713		1259.501343		683243.687500		0.001843 
7.374657		683.429077		1260.013794		683429.062500		0.001844 
7.375657		683.614380		1260.526367		683614.375000		0.001844 
7.376657		683.799805		1261.039062		683799.812500		0.001844 
7.377657		683.985168		1261.552002		683985.187500		0.001844 
7.378657		684.170593		1262.065063		684170.562500		0.001845 
7.379657		684.356018		1262.578125		684356.000000		0.001845 
7.380657		684.541504		1263.091431		684541.500000		0.001845 
7.381657		684.726990		1263.604858		684727.000000		0.001845 
7.382657		684.912537		1264.118530		684912.562500		0.001846 
7.383657		685.098083		1264.632202		685098.062500		0.001846 
7.384656		685.283630		1265.145996		685283.625000		0.001846 
7.385656		685.469238		1265.660034		685469.250000		0.001846 
7.386656		685.654846		1266.174194		685654.875000		0.001847 
7.387656		685.840515		1266.688477		685840.500000		0.001847 
7.388656		686.026184		1267.202881		686026.187500		0.001847 
7.389656		686.211853		1267.717407		686211.875000		0.001847 
7.390656		686.397583		1268.232056		686397.562500		0.001848 
7.391656		686.583313		1268.746948		686583.312500		0.001848 
7.392656		686.769104		1269.261963		686769.125000		0.001848 
7.393656		686.954895		1269.776978		686954.875000		0.001848 
7.394656		687.140747		1270.292236		687140.750000		0.001849 
7.395656		687.326599		1270.807617		687326.625000		0.001849 
7.396656		687.512451		1271.323242		687512.437500		0.001849 
7.397655		687.698364		1271.838867		687698.375000		0.001849 
7.398655		687.884277		1272.354614		687884.250000		0.001850 
7.399655		688.070190		1272.870605		688070.187500		0.001850 
7.400655		688.256165		1273.386719		688256.187500		0.001850 
7.401655		688.442200		1273.902954		688442.187500		0.001850 
